day month year hour minute seconds
24 10 2012 08 55 56
24 10 2012 12 40 20
24 10 2012 16 43 05
24 10 2012 18 08 20
25 10 2012 00 12 37
25 10 2012 05 12 02
25 10 2012 10 35 57
25 10 2012 16 26 22
25 10 2012 18 29 26
26 10 2012 05 35 36
26 10 2012 15 35 08
26 10 2012 18 15 06
26 10 2012 20 59 19
27 10 2012 05 38 36
27 10 2012 08 40 59
27 10 2012 21 38 37
